0	Female U.S.A 18-24 HispanicOrLatino Bachelor	three attendees take a moment to pose in front of a car as they walk the red carpet for the big conference gala event .	Later we posed for some pictures .
1	Female U.S.A 25-34 African HighSchool	he also got a perfect coin bank for his rainy day fund .	A woman holding a piggy bank while smiling .
1	Female U.S.A 18-24 HispanicOrLatino HighSchool	i wish everyone could see the beauty in all the ordinary things they see every day !	Ordinary one day i will teach the beauty of art .
0	Non-binary U.S.A 18-24 Caucasian HighSchool	it has a good set up for sleeping arrangements	May be I can rent it out to students ,I'm thinking bunk beds yes that will work .
0	Female U.S.A 35-44 Caucasian HighSchool	my bathroom is totally done | i even got new rugs for the floor .	HOUSE IS VERY NICE
0	Male U.S.A 25-34 Caucasian Master	we even saw this cute cat !	There were a lot of cute cats all over the town .
1	Female U.S.A 25-34 Caucasian NoDegree	this devil lady holds the dog in her arms | refusing to let him go . the dog is sad .	The happy lady refuses to be sad holding this puppy .
0	Female U.S.A 25-34 Caucasian HighSchool	even in it 's harshness of nature .	the plants looks great though
1	Female U.S.A 25-34 Caucasian TradeOrTechnicalOrVocationalTraining	and there was a gauge .	We check the pressure gauge to make sure they are running right .
1	Female U.S.A 25-34 African Bachelor	[male] had the job of unpacking all the books .	she didnt so I had someone else to do pack the boxes
0	Female U.S.A 75YearsOrOlder Caucasian Edu-AssociateDegree	it got a little crowded though | so we decided to head back down to the shore .	The sky was so clear and blue, we decided to take a walk .
1	Female U.S.A 55-74 Caucasian Edu-AssociateDegree	a massive crowd attended the triathlon .	I'm not participating in any of the water events .
0	Male U.S.A 25-34 Caucasian Master	i was out walking downtown one day .	this is a tree
0	Female U.S.A 35-44 African TradeOrTechnicalOrVocationalTraining	this flyer is about a fair for mushrooms .	I saw a flyer announcing the annual mushroom fair .
1	Female U.S.A 25-34 Caucasian TradeOrTechnicalOrVocationalTraining	he won the game .	!
0	Male U.S.A 18-24 PacificIslander NoDegree	our principal spoke to the entire student body .	The speaker's are underway .
0	Female U.S.A 45-54 Ethnic-NativeAmerican Master	this is another guest at the party . he seems to be thinking pretty intently .	My brother looks pensive   deep in thought .
1	Female U.S.A 25-34 Caucasian TradeOrTechnicalOrVocationalTraining	her daughter [female] goes through some books she might want to buy .	The lady wanted to buy a nice book for her daughter .
0	Male U.S.A 25-34 HispanicOrLatino Master	when i got to the awards ceremony last week i arrived late .	Today is my graduation .
0	Male U.S.A 18-24 Caucasian TradeOrTechnicalOrVocationalTraining	this is the interpretive dance section of the evening .	A man danced in celebration as part of the drama .
0	Male U.S.A 18-24 Caucasian Doctorate	the construction has started on refurbishing the old cottage .	We will refurbish the old cottage
1	Female U.S.A 35-44 Caucasian HighSchool	dad and little [male] on the ride together .	!
0	Female U.S.A 25-34 Caucasian SomeHighSchool,NoDiploma	the table is full of food and everyone is enjoying their meal .	!
1	Male U.S.A 55-74 Caucasian HighSchool	as the microphone was passed down | mr brynnel bengtsson of location was still enraptured by the presentation .	He's accompanied tonight by his son and daughter-in-law .
1	Female U.S.A 25-34 Caucasian Edu-AssociateDegree	ending the evening looking out at the water helps you wind down .	I loved watching the sunset over the attached park .
1	Male U.S.A 25-34 Caucasian Doctorate	we went on our organization organization tour . all of us had a very nice time together .	We got drunk on the bus
1	Female U.S.A 35-44 African NoDegree	and lots of wrapping papers	Ive just got to pull out the right wrapping paper, maybe the silver one .
1	Female U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	it is very cold in location this time of year .	It doesn't matter the time, location, or how cold it is to visit a friend .
1	Female U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	we met awesome people along the way .	We met so many awesome people there .
1	Female U.S.A 18-24 Caucasian HighSchool	an exciting basketball game starts off with a tip-off .	People are playing a basketball game .
0	Female U.S.A 55-74 Caucasian NoDegree	this was ridden several times .	The ferris wheel i saw is huge, but looks like fun .
0	Male U.S.A 18-24 SouthAsian HighSchool	there is also a gravel trail going in to the woods .	The gravel trail runs through the park .
1	Male U.S.A 25-34 HispanicOrLatino NoDegree	i went to the local auto show last weekend .	This side of the lot was completely filled .
0	Male U.S.A 25-34 MiddleEastern Master	as the night wears on | the kids play and dance around . they will likely be fast asleep by midnight .	Any child that wears the hand of baal will not be sacrificed and gets to play through the night .
0	Male U.S.A 18-24 Caucasian Edu-AssociateDegree	after the graduation ceremony | the family went back to [male] 's place to eat dinner .	The family was so proud of their son for his graduation .
1	Male U.S.A 45-54 Caucasian NoDegree	the money raised will help buy equipment that will make lives better .	The celebration helps raise money to help support those with special needs .
1	Female U.S.A 45-54 Caucasian Bachelor	we had so much fun trying different kinds of car .	They like to rank each type of vehicle for safety .
0	Female U.S.A 25-34 Caucasian Bachelor	this is my cat . my dog an cat get along well .	The dog barked at the cat .
0	Male U.S.A 25-34 Ethnic-CentralAsian Bachelor	it is amazing how fast those cowboys can ride their horses .	The horses ride fast .
0	Male U.S.A 18-24 Caucasian Doctorate	while the transformer buzz played to the crowd .	Last, he was greeted by a performer dressed as a transformer who went through the crowd
0	Female U.S.A 35-44 Other NoDegree	there is a display on the floor in the middle of the circular tube arrangement .	The tube was in the middle of the floor .
1	Female U.S.A 45-54 Caucasian TradeOrTechnicalOrVocationalTraining	and here 's me again | taking a sit up ! we were done not long after this was taken .	Since it was taking a tool on the main guy I think he sit down he was tired .
0	Female U.S.A 25-34 Caucasian Edu-AssociateDegree	the beaches were not too crowded and the ocean was blue .	I prefer quiet, sunlit, blue beaches, over crowded boardwalks .
0	Male U.S.A 25-34 Caucasian HighSchool	location has a big anime culture | and there were plenty of people dressed up in costumes .	There was plenty of people for a huge party at the location .
0	Female U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	even the dog was loving this sunny day	There were even some dogs there .
1	Male U.S.A 25-34 EastAsian Bachelor	the family sat around and talked .	This is the first time some of them are meeting each other .
0	Female U.S.A 25-34 Caucasian Bachelor	the masks on the walls were scary .	The walls at the venue were decorated with scary masks .
0	Female U.S.A 25-34 EastAsian HighSchool	the backyard of our house is very big .	They live out on a farm out in the country .
1	Female U.S.A 18-24 Caucasian Bachelor	a lot of the guests wanted something to drink as well so i got them a bottle of wine .	There was always an open bottle of wine going around .
1	Female U.S.A 35-44 Caucasian HighSchool	and poured milk over it all and baked it . it was delicious .	Last add the cream .
0	Female U.K 18-24 Caucasian Bachelor	finally | there was live music for everyone to enjoy .	The music that was live was finally starting, and the night was on .
0	Female U.S.A 25-34 African NoDegree	the chickens came out to see what all the new things on the ground were !	I hope my ducks aren't cold .
1	Male U.S.A 18-24 Caucasian NoDegree	my alleyway is flooded and i ca n't tan in the middle of it .	In the middle of the flooded street was a tan line of water .
1	Female U.S.A 25-34 Caucasian Master	everyone had gotten pumpkins .	The crisp weather and all the excitement around Halloween make autumn my favorite season .
1	Female U.S.A 25-34 SouthAsian Bachelor	my brother readied his guitar in anticipation .	get readied the guiter by brother
1	Female U.S.A 45-54 Caucasian TradeOrTechnicalOrVocationalTraining	it is organization organization 's day and everyone is excited about the parade .	Our organization was never a part of the parade before, so we're all so excited .
0	Male U.S.A 45-54 EastAsian Doctorate	this was one of the best i 've seen .	Several fireworks that look like dendelion flowers explode next .
1	Female U.S.A 45-54 Caucasian TradeOrTechnicalOrVocationalTraining	she took her dog so that he could get exercise as well .	All of us sure can use the exercise after this long winter .
1	Male U.S.A 55-74 Caucasian HighSchool	train just came in the station .	Cool, here it comes .
0	Male U.S.A 25-34 SouthAsian Doctorate	the crowd went wild with every minute .	It was wild, and the crown was ready at any minute to stand up and cheer for their side .
0	Female U.S.A 55-74 Caucasian Bachelor	christmas celebrations were in full gear .	The Christmas festival had finally come to the small town .
0	Male U.S.A 18-24 African Bachelor	these two dressed as pirates .	It wasn't Halloween and yet they were wearing costumes .
0	Female U.S.A 35-44 Other Master	everyone had lots of fun .	By the end of the night, we were all very silly .
1	Male U.S.A 25-34 MiddleEastern Master	i watched from the stands as she welcomed the opponents and all looked happy .	ALL GIRLS IN THA PLAYING
1	Female U.S.A 35-44 Caucasian HighSchool	they were eating outside	As usual, my cousin Jerry could be found eating .
0	Male U.K Under12 Ethnic-NativeAmerican NoDegree	she could n't believe that there was a sign on this house too . grandma said she wished she did come here . she liked the memories in here head better .	There is a no trespassing sign on it .
0	Female U.S.A 18-24 HispanicOrLatino HighSchool	the took her to the fireworks and she did n't chew on anything the whole time .	Later that evening there were fireworks in the night sky that were amazing to watch,
1	Male U.S.A 35-44 HispanicOrLatino Bachelor	a drive across the country will hold many amazing sights .	The trees before winter reallly hits .
1	Female U.S.A 25-34 Caucasian Bachelor	as they neared location | they could see the hotel they planned to stay in after they got off the ship .	They stayed at a resort on the water .
0	Female U.S.A 18-24 Caucasian HighSchool	the grounds were soon tidy !	While two other boys grabbed some extra twigs to clean the property up
0	Female U.S.A 18-24 SouthAsian Master	everyone enjoyed meeting their high school friends after a long time .	The friends reminisced about how most of their meetings had been at school .
1	Male U.S.A 18-24 Caucasian Bachelor	we found some local fishermen there .	Head off into the water .
1	Female U.S.A 35-44 Caucasian HighSchool	the beaches were not too crowded and the ocean was blue .	But there was the ocean, and it was not crowded, and the water was so blue .
0	Female U.S.A 18-24 EastAsian NoDegree	it is very well kept .	You need a nice, roomy cabin that's warm and cool at just the right times .
0	Male U.S.A 25-34 Caucasian Doctorate	the kids were able to get their faces painted	The kids got their face painted .
0	Male U.S.A 35-44 Other NoDegree	the organization organization attended the ceremony as well .	In this organization so many attended to participate in this ceremony .
1	Female U.S.A 45-54 Caucasian TradeOrTechnicalOrVocationalTraining	when we got to here we where so exhausted by our travels .	One of the graphics is notable bigger and easier to read .
0	Male U.S.A 25-34 Caucasian Edu-AssociateDegree	they made a video so that it could be shown to others .	He was receptive and interested in their ideas as well .
0	Female U.S.A 35-44 HispanicOrLatino Master	after the ceremony we took some pictures .	The ceremony was really beautiful and then some really sweet wedding pictures were taken .
1	Male U.S.A 25-34 Caucasian Edu-AssociateDegree	afterward there was a fight over my costume .	By the end of the night, everyone is drunk and happy .
1	Female U.S.A 18-24 Caucasian Edu-AssociateDegree	there was a lot of dancing as well .	Everyone dances in the parade .
1	Female U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	all dressed up for this year 's halloween party .	The girl is dressed up for the Halloween party .
0	Non-binary U.S.A 18-24 Caucasian Bachelor	and i found a lot of flowers .	IT IS A GREEN LEAVES
1	Female U.S.A 25-34 Caucasian Bachelor	he was down to his undies when lucky for him the game stopped .	Josh got down to his undies but had to stop .
0	Female U.S.A 18-24 SouthAsian Bachelor	with his friends and colleagues around with him .	He is surrounded by all of his friends and colleagues .
1	Female U.S.A 25-34 Caucasian NoDegree	my beautiful baby looking gorgeous in her dress .	The flower girl twirled and whirled the night away during the reception .
1	Female U.S.A 45-54 Caucasian Edu-AssociateDegree	a few days later [male] was on the news . he had been kidnapped !	This friend had recently been on the news reporting about a local male teen who was kidnapped and then found and was okay in the end .
1	Female U.S.A 18-24 Caucasian Edu-AssociateDegree	my wife had a few choice words for me as she saw our daughter dressed up in the kitchen .	Easter was the Jones' favorite holiday, they invited the whole family over .
0	Male U.S.A 18-24 Caucasian Edu-AssociateDegree	they tried and tried | digging and digging | but they didnt seem to get [male] out enough and he had to call and cancel his appointment .	these are pepole cleaning
0	Male U.S.A 18-24 Caucasian Master	we all decided to go and watch the fireworks show at the park .	I hope this is a good spot for tonight .
1	Female U.S.A 45-54 Caucasian Bachelor	i also put out a table and some pillows for later .	I gathered up several items I already had around my house, and began my project .
0	Female U.S.A 35-44 Caucasian Bachelor	more family kept arriving .	Our kids are enjoying each other company too .
1	Female U.S.A 25-34 Caucasian Edu-AssociateDegree	there were around 20 guests at [female] 's house that evening .	The female guests arrived at the house .
0	Non-binary U.S.A 35-44 Caucasian Bachelor	i went to a farmers market | where they were selling different foods .	They are selling market foods .
0	Female U.K 25-34 Caucasian TradeOrTechnicalOrVocationalTraining	wow | when is someone going to start this meeting ?	There was a big meeting today .
1	Female U.S.A 25-34 Caucasian Bachelor	they got much closer to human appearance .	Then there was a model that had a closer appearance of a human .
1	Female U.S.A 18-24 Caucasian Bachelor	city kids thing they have it all | but i will tell ya nothing beats a good old fashioned farm fare .	We took the kids to an old fashioned fair .
0	Female U.S.A 25-34 Caucasian Master	long staircases led tourists down to the beach .	We found the beach .
1	Female U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	and free ourselves of the shackles of the past .	Jesus sets us free of the shackles of the past .
0	Male U.K 18-24 Other SomeHighSchool,NoDiploma	all of the dogs waited their turn .	We waited patiently for the next show .
1	Female U.S.A 25-34 Caucasian NoDegree	some friends are a little preferred to others | of course .	In fact my most preferred activity is hanging out with friends .
0	Female U.S.A 35-44 Caucasian SomeHighSchool,NoDiploma	it was a beautiful day all around .	The sun was out and two lonely chairs waited for people to come sit down on them .
1	Male U.S.A 35-44 EastAsian Doctorate	the table is set so beautiful for diner tonight.my husband will be delighted .	We had the table set for tonight .
1	Female U.S.A 55-74 Caucasian Edu-AssociateDegree	it was a beautiful event .	Here's the car they rented to take them to the church .
0	Female U.S.A 25-34 Caucasian HighSchool	there were people of different races there .	People of all different backgrounds and races attended .
1	Female U.S.A 25-34 Caucasian Edu-AssociateDegree	my family went on our vacation to a museum filled with amazing artwork .	While we were on vacation we visited the local art museum .
0	Male U.S.A 25-34 Ethnic-NativeAmerican Master	he also got a perfect coin bank for his rainy day fund .	A woman holding a piggy bank while smiling .
0	Female U.S.A 18-24 Caucasian Bachelor	the man 's friend is very excited because he has never been to a concert before .	!
0	Female U.S.A 25-34 Caucasian Doctorate	ladies watching the show .	After eating, we went to the club for ladies night where we were watching a comedian perform .
0	Male U.S.A 25-34 SouthAsian Bachelor	architecture can be one of the most beautiful things about a city .	I'm a student of architecture on my senior trip .
0	Female U.S.A 35-44 Other Bachelor	this place is amazing	They were just as amazing as I had hoped they would be .
0	Male U.S.A 18-24 Caucasian TradeOrTechnicalOrVocationalTraining	[male] held down his chair while i took pictures of the kids .	This year they get pictures with santa hope they smile good then .
1	Female U.S.A 18-24 Caucasian NoDegree	she even has doll replicas of her favorite sports team .	The dolls were separated into teams and played eachother .
0	Male U.S.A 18-24 Ethnic-NativeAmerican Bachelor	this was the door to the inn that we stayed at .	IT IS A DOOR
1	Female U.S.A 18-24 Caucasian Bachelor	i came upon a organization sign and it reminded me of hotdogs and i got hungry so i skipped out on the rally and went to the stadium to eat !	The stadium had a new sign .
0	Female U.K 18-24 Caucasian Bachelor	they made a lot of progress that day .	We made a lot of progress today .
1	Female U.S.A 45-54 African Master	inside the store we found this life-like moose .	There was a moose display in the store that looked live .
0	Male U.K 18-24 Caucasian HighSchool	after hanging out outdoors he decided to take me to play one of favorite games | bowling .	The phot captured the ball hanger at the outdoor bowling .
1	Female U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	i went with my friends to the festival last year .	My friends and I attended the festival .
1	Female U.S.A 35-44 Caucasian Bachelor	the morning was nice and refreshing .	it's nice in the city .
1	Female U.S.A 25-34 Caucasian Bachelor	he looked around at his neighbourhood and it appeared the house across the street was badly snowed in as well .	The homes and trees were covered in white .
1	Male U.S.A 18-24 Caucasian NoDegree	the bands were loud and carried throughout the stadium .	The stadium was loud and carried the sound far away .
0	Female U.K 25-34 Caucasian NoDegree	the racers gathered around getting instruction .	Yet not excited enough to purchase or wear those shirts of course .
0	Male U.S.A 18-24 EastAsian NoDegree	one of the first signs we saw that day was one of the best . the energy level was so high | and you could feel the love in the crowd .	Most of the people there were holding signs promoting love and a level playing ground but there were others that showed their anger toward the movement .
0	Male U.S.A 25-34 PacificIslander Bachelor	they put together a pool for the animals .	My brother is spending time with the animals in the pool .
1	Female U.S.A 25-34 Caucasian NoDegree	there were many unknown characters at the party .	Some people take this Halloween contest way too seriously .
0	Male U.S.A 18-24 Caucasian NoDegree	here are some of the many books here .	There were many books to choose from .
1	Male U.S.A 18-24 Caucasian NoDegree	when it was time | they marched out to the field and play their instruments .	In time, they marched and played .
0	Male U.S.A 25-34 Caucasian Edu-AssociateDegree	the singer was not that good .	The singer was incredible .
0	Female U.S.A 45-54 Caucasian Bachelor	before going any further we decided to stop by the local bar and have some margaritas .	Also, you must stop, have fun, drink some margaritas, and meet the locals .
0	Female U.S.A 18-24 Ethnic-CentralAsian Bachelor	everyone who has flowers seemed to make them work perfectly except me	Perfectly vibrant flowers for any occasion .
0	Male U.S.A 18-24 SouthAsian HighSchool	[male] looks really focused for the movie .	The male director was focused on the movie .
1	Female U.S.A 18-24 Caucasian Bachelor	[female] had waited many years to get married to her true love | [male] .	They waited for true love and marriage .
1	Female U.S.A 25-34 Caucasian Bachelor	he has had ten bites and has hardly made a dent in the dessert . he decides that he ordered too much and will share the dessert with these friends . it was a nice meal .	The  desert was delicious .
0	Female U.S.A 45-54 African HighSchool	coffee and a book is a nice relaxing way to spend the morning .	I ate my nutritional food then relaxed with tea and a book .
0	Male U.S.A 18-24 SouthAsian HighSchool	the shorts had me laughing so hard .	The shorts caused a lot of laughing very hard .
1	Male U.S.A 55-74 Caucasian HighSchool	as we passed under a bridge | we came upon the highlight of the tour .	!
1	Female U.S.A 25-34 Caucasian TradeOrTechnicalOrVocationalTraining	i thought i was wielding a sword | and the man looked like an orc . this trance was messing with my mind .	In the crowd wielding away to the trance music with plow up swords .
0	Female U.S.A 18-24 MiddleEastern Bachelor	rain | sleet or snow the chickens want to eat in the mornings or they wo n't give you eggs for your breakfast .	The sleet turned into snow .
1	Female U.S.A 35-44 Caucasian NoDegree	elroy was happy to be at the party .	The kids were happy to have a party .
1	Female U.S.A 55-74 Caucasian Master	sitting down talking ready to start the night	Chatting and deciding what we want to do .
0	Female U.K 25-34 African HighSchool	last view of the beach houses here in the keys .	I really like it here I hope it doesn't get crowded .
1	Male U.S.A 18-24 Ethnic-NativeAmerican Master	this one just has the name father on it but i am sure his family loved him just as much as the others and we pay our respects to him as well as all others that served during that horrible war .	IT IS A WHITE STONE
1	Male U.S.A 18-24 Caucasian NoDegree	lo and behold my sister and her fiancee were sitting right behind us !	so glad I was able to spend this day with friends and my sister  .
0	Male U.S.A 45-54 EastAsian Doctorate	he concluded his presentation by thanking his listeners | and he thought his ideas were well received .	His presentation was received well and people started thanking him for coming .
1	Female U.S.A 18-24 Caucasian NoDegree	this one just has the name father on it but i am sure his family loved him just as much as the others and we pay our respects to him as well as all others that served during that horrible war .	My father passed away not too soon after my mother .
1	Male U.S.A 25-34 Caucasian NoDegree	once we got to the harbor we were greeted by a whale flipping in the water .	They were excited to see the first whale in the water soon after they begun their harbor boat ride .
1	Female U.S.A 18-24 Caucasian Edu-AssociateDegree	there were so many prizes too win !	When I pushed my way to the opposite side of the fair I saw the table with all sorts of raffle prizes you could win .
1	Female U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	soon | however | it would be time to get back to work . but since he was a pilot | [male] knew his schedule would soon bring him back to location location .	Even pilots schedule time to play .
1	Female U.S.A 45-54 Caucasian NoDegree	but unfortunately i took so long to find it that it was now rush hour .	When I finally found my car, it was rush hour .
1	Female U.S.A 18-24 African NoDegree	what child does n't love a germ-infested ball pit ?	The other thing I loved was the germ infested ball pit .
1	Female U.S.A 25-34 Caucasian TradeOrTechnicalOrVocationalTraining	pregaming before heading to the club .	These two friends were pregaming before heading to the club .
0	Male U.S.A 18-24 HispanicOrLatino HighSchool	it was a really interesting day !	I caught up with my friend David, who had work exhibited at the opening and talked to him about his day .
0	Male U.S.A 45-54 Caucasian Bachelor	two bikes were parked	we took a ride to the river on our bikes .
1	Female U.S.A 25-34 Caucasian HighSchool	some of the cars there were amazing .	There are so many hot rods .
1	Male U.S.A 35-44 African Master	cardboard boxes had been decorated by children and were on display in the gallery window !	Which are eventually put in the gallery window for display .
1	Non-binary U.S.A 35-44 Caucasian Bachelor	here we are waiting to get into the fair .	That female dog Ruthann must of ruffled her, again .
0	Female U.S.A 45-54 EastAsian Edu-AssociateDegree	my bride and i are off to the annual halloween block party .	His wife was excited for the holiday as well, so she also dressed up .
0	Male U.K 18-24 Caucasian HighSchool	the liqueur was all lined up and ready to be poured .	One of the recipes requires pouring liqueur into it before it is ready to serve .
0	Female U.S.A 55-74 African NoDegree	the coach took a moment with his team to talk strategy .	Coach is fussing at players because they aren't using their unique talents
1	Male U.S.A 18-24 Caucasian NoDegree	[male] springsteen fixing something .	This male is fixing springsteen .
0	Female U.S.A 18-24 Caucasian TradeOrTechnicalOrVocationalTraining	you never know what you will see as you travel along the path deeper into the garden .	The view here is amazing .
1	Female U.S.A 35-44 Caucasian Edu-AssociateDegree	they called the family to come and get them and they could see a fire as they arrive .	As they arrived outside, they saw smoke billowing from the building .
0	Male U.S.A 45-54 HispanicOrLatino TradeOrTechnicalOrVocationalTraining	she could n't believe that there was a sign on this house too . grandma said she wished she did come here . she liked the memories in here head better .	She wished the sign reflected her memories .
0	Male U.S.A 18-24 Other NoDegree	the valedictorian made a great speech towards the students .	Outside the valedictorian gave a speech to all the students .
1	Female U.S.A 18-24 Caucasian NoDegree	we gathered together at the fair for good times .	The whole town attended the carnival .
0	Female U.S.A 45-54 Caucasian Master	or if you 're a vegas fan | this one is also a winner .	but the vegas girls was everyones focus
0	Female U.S.A 35-44 EastAsian Master	the house was really big but also close to everything .	Next, we learned that there was a house nearby where Confederate soldiers hid after a local battle to evade capture .
0	Male U.S.A 35-44 African NoDegree	and this is n't your typical 5k run .	The runners in the 5K run were the typical age .
0	Non-binary U.S.A 18-24 Caucasian NoDegree	every day | we watch our boss get driven in by some limo .	That is my boss coming to check in with my work .
1	Female U.S.A 25-34 African SomeHighSchool,NoDiploma	and [male] set to work on all-things-tech to expedite work on monday .	A man in a argyle sweater stands in a office alone .
0	Female U.S.A 55-74 Caucasian Doctorate	and | they were finally complete .	It was finally complete .
1	Female U.S.A 18-24 Caucasian NoDegree	he then gave a speech to the people .	He gave a simple speech .
1	Female U.S.A 25-34 Caucasian Master	here 's the mud hole.wonder why they never cleaned it up and used it for fishing or something for the community .	There was a beautiful view of the water where we stopped to appreciate nature .
1	Female U.S.A 25-34 Caucasian HighSchool	what a jerk .	He flipped me off .
1	Female U.S.A 35-44 Caucasian Bachelor	the greenhouse was an indoor botanical treat .	She was a little disappointed when her parents brought her into the greenhouse, where everything was, well, very green .
1	Female U.S.A 35-44 Caucasian Edu-AssociateDegree	i ate some of the fruits off of the ceiling .	When one thinks of where the fruit came from they just ate, they probably don't think it was hanging from a ceiling .
0	Male U.S.A 18-24 African NoDegree	[male] thought he was hot stuff cooling it by the pool .	We did lots of stuff in the pool .
1	Female U.K 35-44 Caucasian Bachelor	she likes to put everything she can find in her mouth .	I love taking pictures of her especially when we are altogther as a family .
1	Female U.S.A 45-54 Caucasian HighSchool	their granddaughter enjoyed their extremely large cats .	Our granddaughter extremely enjoyed our cats .
0	Male U.S.A 35-44 Other NoDegree	the horses and the merry go round is always my favorite part .	First I am going to ride on the Merry Go Round
1	Female U.S.A 55-74 Caucasian Master	4 leaf clover but they are growing off the ground .	So Gina planted some more plants to absorb the pollution .
1	Female U.S.A 25-34 Caucasian Bachelor	we washed our baby in the sink .	Mom was bathing the baby in the sink .
1	Male U.S.A 25-34 Caucasian NoDegree	parents were happy to be on the road once again .	I made several new friends on my journey .
1	Male U.S.A 25-34 Ethnic-NativeAmerican Master	[male] works really hard | but he tries to maintain a good attitude and is almost always smiling .	THE MAN WATCHING LAPTAP
0	Male U.S.A 12-17 SouthAsian SomeHighSchool,NoDiploma	and i got to see the top of the world .	The view view at the end of the race was like being at the top of the world .
1	Female U.S.A 18-24 Caucasian NoDegree	at the shore | my friend had her picture taken by the water .	They also went to the beaches .
0	Female U.S.A 25-34 African Bachelor	the result was a success !	I'm going to eat some now .
1	Male U.S.A 25-34 African Bachelor	a life ring on the boat to mt . [male] .	The boat was in the sun
1	Male U.S.A 18-24 Caucasian NoDegree	she wanted to go to the park .	After a while, Rebecca gets tired and thinks she might leave soon .
0	Male U.S.A 35-44 African Master	i think he 's trying to learn how to use a camera .	!
1	Male U.S.A 18-24 Caucasian NoDegree	he has worked long and hard to get through graduate school and i could n't be more proud .	She was proud that I finished school .
0	Male U.S.A 18-24 SouthAsian NoDegree	they offered many different colors .	IT IS A BLACK BOTTELS
0	Male U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	i left the tractor out overnight . now its almost unrecognizable .	We came across our tractor and almost didn't recognize it with all the snow on it .
0	Male U.S.A 35-44 Caucasian Master	the bride and groom happily pose for a picture .	The lovely couple posed happily with this picture .
1	Female U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	they got a kick out of reading all the cards that were sent from friends around the country .	She enjoyed reading the card and got a kick out of what Uncle Joe said .
0	Female U.S.A 18-24 African NoDegree	he was helping his dad wash the car .	He is helping out this dad walking this car
0	Male U.S.A 18-24 EastAsian Edu-AssociateDegree	this is the entrance to the cemetery where we go to pay respect to the dead that fought during the civil war .	We went to the war memorial to pay our respects .
0	Male U.S.A 45-54 EastAsian Doctorate	then we all had a great meal .	IT IS DINNER PARTY
1	Male U.S.A 25-34 EastAsian Master	the big ball of fireworks made the night something special	It's always a special night when my fireworks show goes off as intended .
0	Female U.S.A 25-34 HispanicOrLatino TradeOrTechnicalOrVocationalTraining	it was a blast getting to see our friend compete in the swim finals .	The friend swam in the finals .
1	Male U.S.A 25-34 Ethnic-NativeAmerican Master	employees of the new company are taking in the view .	this person look it
0	Female U.S.A 45-54 Caucasian HighSchool	ripping a fantastic guitar solo	Another day, another bigger show .
1	Female U.S.A 18-24 Caucasian Bachelor	there are lots of flowers .	Flowers blossomed as the sun shone bright .
1	Female U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	everyone was thrilled to see them walk down the aisle .	As the couple walked down the isle, the guest were thrilled for them .
0	Female U.S.A 18-24 African HighSchool	it wa a beautiful night .	The best spots were by the water .
0	Female U.S.A 45-54 Caucasian Master	some of the artwork hanging was bold and vibrant .	Then we saw colorful, somewhat bawdy, advertising from Japan, or some other country that uses characters instead of an alphabet .
1	Male U.S.A 25-34 Ethnic-NativeAmerican Master	we came across this small waterfall while exploring the woods .	IT IS A FALSE
0	Male U.S.A 25-34 African Master	we had a lot of fun at the festival . several friends and i went along with our families .	I was set to have a lot of fun with my friends at the concert .
0	Male U.K 25-34 Caucasian Master	everyone enjoys the ferris wheel .	The ferris wheel was bright against the night sky
0	Female U.S.A 55-74 African Edu-AssociateDegree	family singing karaoke together .	But I really loved singing karaoke as a family .
1	Female U.S.A 25-34 Caucasian Bachelor	and | a beautiful view of the harbor .	My favorite trails are always by the water .
0	Female U.S.A 25-34 Other Edu-AssociateDegree	we visited the wedding venue today | before the big day !	The couple visited this venue to see if it was the right fit for their wedding .
0	Female U.S.A 25-34 Caucasian Bachelor	there were no living things .	We saw nothing living, and yet the air seemed to pulse with energy .
1	Female U.K 25-34 Caucasian Bachelor	the youth and adults are seen enjoying the event .	The kids greatly enjoyed the event .
0	Male U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	looking up | the brick detailing is interesting of this old post office .	The post office was a hit for it's architecture, and intricate detailing .
0	Female U.S.A 18-24 African HighSchool	all the women loved the pink building .	Three floors of apartments were located above the restaurant .
0	Male U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	the food all looked delicious | it was going to be hard to pick a winner .	Little smokies were her favorite .
1	Female U.S.A 55-74 Caucasian Master	and some spam .	Then came the tedious task of chopping up the ham .
0	Male U.S.A 18-24 Caucasian SomeHighSchool,NoDiploma	there is a cello and guitar playing together .	They played guitar and cello .
0	Female U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	she is testing the skills of her dog .	And at the end of the day he went to go testing his amazing skills and was awarded for being the best dog of them all .
